https://feeds.arstechnica.com/arstechnica/index, 1, josh.e.stroud@gmail.com
https://feeds.arstechnica.com/arstechnica/features, 1, josh.e.stroud@gmail.com
https://feeds.arstechnica.com/arstechnica/technology-lab, 1, josh.e.stroud@gmail.com
https://feeds.arstechnica.com/arstechnica/gadgets, 1, josh.e.stroud@gmail.com
https://feeds.arstechnica.com/arstechnica/tech-policy, 1, josh.e.stroud@gmail.com
https://feeds.arstechnica.com/arstechnica/apple, 1, josh.e.stroud@gmail.com
https://feeds.arstechnica.com/arstechnica/gaming, 1, josh.e.stroud@gmail.com
https://feeds.arstechnica.com/arstechnica/science, 1, josh.e.stroud@gmail.com
https://feeds.arstechnica.com/arstechnica/cars, 1, josh.e.stroud@gmail.com
https://feeds.arstechnica.com/arstechnica/staff-blogs, 1, josh.e.stroud@gmail.com
https://feeds.arstechnica.com/arstechnica/cardboard, 1, josh.e.stroud@gmail.com
https://arstechnica.com/civis/pages/full-text-rss-feeds/, 1, josh.e.stroud@gmail.com
